taxonomy_id	name	rank	BGG_KOSDC	BGG_MOSDA	BGG_QOSDA	BGG_POSDC	BGG_BOSW	BGG_NOSDA	BGG_LOSDA	BGG_ROSDA	BGG_OOSDC
0			528634981	606962954	614993310	576779740	200089796	645832551	632084375	598892875	540130085
1	root	no rank	35344	41223	29033	91226	10681	35777	44621	29456	31977
131567	cellular organisms	no rank	1099552	1175448	785533	1384660	360240	890641	793470	1029279	1111331
2	Bacteria	superkingdom	8748477	8958704	4592986	10776349	2606052	5129978	4533384	5560080	9044762
1224	Pseudomonadota	phylum	4484777	4348497	1033967	3880994	1944641	3419741	1203925	2016925	6389477
28211	Alphaproteobacteria	class	2954081	3602230	627563	2526939	1123456	3599742	397488	1583927	3372024
356	Hyphomicrobiales	order	2368033	3156764	695275	2183589	1010762	2690499	291420	1658130	2847308
69277	Phyllobacteriaceae	family	80464	78134	20566	21241	44467	14710	2122	18842	132363
68287	Mesorhizobium	genus	628927	170530	70266	80426	102915	40199	3818	52969	236961
325217	unclassified Mesorhizobium	no rank	491660	65226	48509	52522	49650	16152	1996	24651	92968
2744521	Mesorhizobium sp. L-2-11	species	416410	5035	24577	13182	1215	3652	455	4640	10877
2493677	Mesorhizobium sp. M6A.T.Cr.TU.016.01.1.1	species	66677	1924	4288	20777	999	843	100	2246	2919
1854057	Mesorhizobium sp. AA22	species	33313	1082	2614	2330	316	234	77	581	1671
2493668	Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2	species	20399	1329	4875	2615	743	826	222	918	2664
2493673	Mesorhizobium sp. M1B.F.Ca.ET.045.04.1.1	species	2883	369	104	212	494	56	13	124	361
2493678	Mesorhizobium sp. M7D.F.Ca.US.005.01.1.1	species	2403	596	197	1713	2515	129	75	154	569
2493681	Mesorhizobium sp. M7A.F.Ce.TU.012.03.2.1	species	2352	290	225	611	665	112	17	143	380
278153	Mesorhizobium sp. WSM1497	species	1895	226	37	261	193	16	5	40	241
2880934	Mesorhizobium sp. PAMC28654	species	1559	1602	272	327	2163	146	36	261	1699
2654248	Mesorhizobium sp. INR15	species	1521	1649	307	334	3213	56	24	362	1976
2744516	Mesorhizobium sp. 113-3-3	species	1508	123	18	118	384	21	3	55	143
2108445	Mesorhizobium sp. DCY119	species	1456	1760	779	325	2912	209	24	434	2400
2744515	Mesorhizobium sp. 113-1-2	species	1383	246	62	175	618	30	2	113	365
2744518	Mesorhizobium sp. 131-2-1	species	1352	514	161	424	701	133	52	172	612
2493672	Mesorhizobium sp. M1E.F.Ca.ET.045.02.1.1	species	1333	382	108	249	629	94	12	115	334
2493675	Mesorhizobium sp. M4B.F.Ca.ET.058.02.1.1	species	1289	245	71	173	535	73	10	145	285
2483404	Mesorhizobium sp. NZP2077	species	1191	463	207	206	813	62	3	224	549
2589974	Mesorhizobium sp. B2-1-1	species	1122	498	208	208	924	154	17	379	662
2744520	Mesorhizobium sp. 131-3-5	species	985	78	55	88	156	14	0	16	308
2654249	Mesorhizobium sp. NBSH29	species	949	2815	300	128	2302	21	7	180	2006
2589967	Mesorhizobium sp. B2-1-8	species	940	315	47	153	593	102	4	85	370
2493669	Mesorhizobium sp. M1D.F.Ca.ET.043.01.1.1	species	932	322	123	208	565	135	4	92	379
675281	Aquibium microcysteis	species	803	754	225	326	2340	325	60	153	2321
2589976	Mesorhizobium sp. B1-1-8	species	803	571	124	263	831	243	26	185	447
2744519	Mesorhizobium sp. 131-2-5	species	784	45	12	90	66	0	0	20	31
2493680	Mesorhizobium sp. M1A.F.Ca.IN.022.06.1.1	species	657	215	70	118	492	43	4	86	341
2493671	Mesorhizobium sp. M2A.F.Ca.ET.043.05.1.1	species	629	71	83	63	316	22	7	52	113
2584466	Mesorhizobium sp. 8	species	583	633	183	181	1798	116	30	172	1029
2589888	Mesorhizobium sp. B4-1-4	species	580	228	65	156	584	44	10	75	304
2493679	Mesorhizobium sp. M8A.F.Ca.ET.057.01.1.1	species	547	140	52	121	587	31	0	86	174
2744523	Mesorhizobium sp. L-8-10	species	532	199	156	159	377	89	5	210	290
2744522	Mesorhizobium sp. L-8-3	species	525	579	56	401	430	75	3	178	598
2493676	Mesorhizobium sp. M3A.F.Ca.ET.080.04.2.1	species	508	219	61	90	738	61	4	68	304
2483403	Mesorhizobium sp. NZP2298	species	452	92	21	67	291	12	9	57	131
2777475	Mesorhizobium sp. J8	species	427	164	23	134	623	62	5	64	219
2589903	Mesorhizobium sp. B2-8-5	species	416	201	67	149	745	63	36	113	323
2493674	Mesorhizobium sp. M2A.F.Ca.ET.046.03.2.1	species	399	32	36	21	159	14	4	20	84
2082387	Mesorhizobium sp. Pch-S	species	384	310	98	111	958	174	39	180	436
2483402	Mesorhizobium sp. NZP2234	species	304	15	17	16	33	0	0	17	31
2744517	Mesorhizobium sp. 113-3-9	species	252	105	62	52	310	6	3	35	93
2493670	Mesorhizobium sp. M2A.F.Ca.ET.043.02.1.1	species	137	89	19	84	166	21	4	20	127
39645	Mesorhizobium ciceri	species	729	114	50	86	167	32	10	80	149
682633	Mesorhizobium ciceri ca181	strain	35917	1024	2774	2299	393	305	95	727	2178
278148	Mesorhizobium ciceri biovar biserrulae	no rank	659	604	22	298	177	412	13	24	142
765698	Mesorhizobium ciceri biovar biserrulae WSM1271	strain	128	20	2	40	62	4	0	11	29
28104	Mesorhizobium huakuii	species	32245	2829	730	1672	1437	351	44	989	1871
763057	Mesorhizobium huakuii 7653R	strain	3274	161	39	350	317	1	0	28	188
381	Mesorhizobium loti	species	733	31	24	47	70	15	0	60	81
935548	Mesorhizobium loti R88b	strain	8398	8343	333	5112	801	5715	56	1634	2475
935546	Mesorhizobium loti NZP2037	strain	68	97	44	25	149	0	7	31	92
71433	Mesorhizobium amorphae	species	0	0	0	0	0	0	0	0	0
1082933	Mesorhizobium amorphae CCNWGS0123	strain	7176	1368	345	1090	1278	312	41	338	1070
2066070	Mesorhizobium japonicum	species	336	138	40	70	299	45	3	24	125
266835	Mesorhizobium japonicum MAFF 303099	strain	1332	214	56	129	275	58	7	40	198
593909	Mesorhizobium opportunistum	species	0	0	0	0	0	0	0	0	0
536019	Mesorhizobium opportunistum WSM2075	strain	746	200	81	108	690	39	24	181	311
1670800	Aquibium oceanicum	species	729	1027	264	295	2023	145	29	139	2023
2725666	Mesorhizobium terrae	species	581	697	229	188	1201	137	23	444	721
1777866	Mesorhizobium erdmanii	species	480	183	83	96	632	33	7	49	328
536018	Mesorhizobium australicum	species	0	0	0	0	0	0	0	0	0
754035	Mesorhizobium australicum WSM2073	strain	263	188	72	85	434	46	8	63	158
28100	Phyllobacterium	genus	6649	2372	64	943	59	426	25	948	625
1867719	Phyllobacterium zundukense	species	23446	9955	669	4980	619	1629	853	2361	3374
2638441	unclassified Phyllobacterium	no rank	0	0	0	0	0	0	0	0	0
2718938	Phyllobacterium sp. 628	species	2518	1123	64	381	863	197	19	517	408
31988	Aminobacter	genus	1713	3236	745	507	3303	157	27	374	2875
2644704	unclassified Aminobacter	no rank	359	319	44	109	299	74	0	67	280
374606	Aminobacter sp. MSH1	species	2360	3140	709	730	3034	740	23	405	2973
2666139	Aminobacter sp. MDW-2	species	622	377	54	99	368	10	0	15	711
2774562	Aminobacter sp. SR38	species	179	234	208	65	464	8	3	34	672
83263	Aminobacter aminovorans	species	398	1508	228	161	983	21	6	68	914
245876	Nitratireductor	genus	72	120	34	46	179	29	12	26	347
2641084	unclassified Nitratireductor	no rank	33	19	39	4	58	17	0	93	195
2599600	Nitratireductor mangrovi	species	435	432	178	206	1184	231	23	109	1247
1756988	Nitratireductor sp. OM-1	species	183	230	46	147	599	105	1	81	316
430679	Nitratireductor kimnyeongensis	species	68	47	15	39	291	24	10	13	158
274591	Hoeflea	genus	48	100	4	15	93	15	1	14	64
244596	Hoeflea phototrophica	species	0	0	0	0	0	0	0	0	0
411684	Hoeflea phototrophica DFL-43	strain	88	91	20	46	388	70	8	38	64
2614931	unclassified Hoeflea	no rank	0	0	0	0	0	0	0	0	0
1620421	Hoeflea sp. IMCC20628	species	68	151	67	73	1315	52	0	14	199
1915401	Roseitalea	genus	0	0	0	0	0	0	0	0	0
1852022	Roseitalea porphyridii	species	198	167	55	67	502	38	13	48	280
1594166	Oricola	genus	0	0	0	0	0	0	0	0	0
2742145	Oricola thermophila	species	84	85	26	117	392	26	27	31	191
2712688	Salaquimonas	genus	0	0	0	0	0	0	0	0	0
2712698	Salaquimonas pukyongi	species	35	55	4	29	310	11	9	15	56
1649463	Lentilitoribacter	genus	0	0	0	0	0	0	0	0	0
2647570	unclassified Lentilitoribacter	no rank	0	0	0	0	0	0	0	0	0
2305987	Lentilitoribacter sp. Alg239-R112	species	3	1	0	0	6	0	2	0	2
41294	Nitrobacteraceae	family	436628	422698	194003	253096	158434	165368	33354	269236	524351
374	Bradyrhizobium	genus	951867	760271	424578	402592	178113	264289	67105	529799	1013217
2631580	unclassified Bradyrhizobium	no rank	141569	141480	85495	51567	33145	30412	16499	81232	211405
858422	Bradyrhizobium sp. CCBAU 051011	species	34160	8985	6746	9804	1914	5232	791	7743	11705
2840472	Bradyrhizobium sediminis	species	6062	7603	4970	2544	2840	1607	1011	4223	10897
2840469	Bradyrhizobium sediminis	species	5942	6786	3610	1923	2519	1060	696	2983	11908
2840473	Bradyrhizobium sediminis	species	5450	6812	4152	2312	2289	1236	1139	3520	9021
2715960	Bradyrhizobium sp. PSBB068	species	4937	4129	665	1443	741	1322	4978	1573	2015
2057741	Bradyrhizobium sp. SK17	species	2488	2285	555	679	1839	518	46	1231	1559
1197460	Bradyrhizobium sp. 6(2017)	species	1708	1557	573	1027	916	1391	230	847	1493
1325100	Bradyrhizobium sp. CCBAU 51753	species	1166	985	814	592	1304	450	105	695	1226
1223566	Bradyrhizobium sp. CCGE-LA001	species	621	342	165	305	511	199	34	192	467
288000	Bradyrhizobium sp. BTAi1	species	554	633	195	713	1552	261	72	241	699
1325120	Bradyrhizobium sp. CCBAU 53421	species	483	419	174	197	676	136	144	247	527
1325102	Bradyrhizobium sp. CCBAU 51765	species	479	707	179	256	536	175	174	213	507
376	Bradyrhizobium sp.	species	469	649	256	565	434	310	274	265	947
115808	Bradyrhizobium sp. ORS 285	species	435	564	208	427	869	456	25	465	497
1325114	Bradyrhizobium sp. CCBAU 53351	species	403	270	180	247	394	185	32	199	321
114615	Bradyrhizobium sp. ORS 278	species	363	402	150	218	895	292	22	211	422
1325111	Bradyrhizobium sp. CCBAU 53338	species	336	197	127	131	519	100	24	142	289
1404888	Bradyrhizobium sp. 1(2017)	species	335	530	150	380	425	467	30	228	296
1325112	Bradyrhizobium sp. CCBAU 53340	species	325	251	112	153	520	114	32	279	270
2493093	Bradyrhizobium sp. LCT2	species	323	1054	78	157	196	172	28	132	1032
319017	Bradyrhizobium sp. WSM471	species	273	449	116	139	283	40	85	117	977
1404649	Bradyrhizobium barranii subsp. barranii	subspecies	115	218	208	136	97	53	43	58	235
2599805	Bradyrhizobium ottawaense	species	106	117	23	66	86	14	0	42	95
1325083	Bradyrhizobium sp. CCBAU 21365	species	46	68	0	60	1	46	0	13	18
2599819	Bradyrhizobium sp. TM102	species	37	29	1	13	25	98	2	49	66
1437360	Bradyrhizobium erythrophlei	species	30383	38595	20759	28681	13578	17879	6961	25947	43184
1274631	Bradyrhizobium icense	species	26582	7509	5751	6788	1942	4139	736	5620	9738
190148	Bradyrhizobium paxllaeri	species	18049	5963	2268	4973	1620	2237	279	2857	6717
722472	Bradyrhizobium lablabi	species	7134	7513	5059	6277	3640	2862	745	5715	8252
255045	Bradyrhizobium canariense	species	3539	3701	2573	1837	2541	1124	315	3493	4433
1355477	Bradyrhizobium diazoefficiens	species	3241	3241	1387	1835	3143	1096	259	1647	3341
375	Bradyrhizobium japonicum	species	1054	528	384	412	531	163	34	391	757
476282	Bradyrhizobium japonicum SEMIA 5079	strain	272	205	35	230	140	86	5	102	190
1037409	Bradyrhizobium japonicum USDA 6	strain	1	1	0	1	1	4	0	0	1
931866	Bradyrhizobium ottawaense	species	1323	2728	1164	999	931	247	196	696	1788
83637	Bradyrhizobium genosp. L	species	1040	883	484	548	951	410	75	522	1252
1404367	Bradyrhizobium symbiodeficiens	species	783	849	298	431	681	406	34	697	626
44255	Bradyrhizobium oligotrophicum	species	0	0	0	0	0	0	0	0	0
1245469	Bradyrhizobium oligotrophicum S58	strain	539	634	248	379	1022	219	101	405	771
1404864	Bradyrhizobium cosmicum	species	491	418	161	273	586	173	17	265	399
1325107	Bradyrhizobium zhanjiangense	species	482	398	304	398	517	191	52	368	542
858423	Bradyrhizobium arachidis	species	442	312	243	318	505	527	17	583	492
83627	Bradyrhizobium genosp. B	species	313	370	148	216	610	144	29	185	470
1549949	Bradyrhizobium vignae	species	310	323	138	291	469	225	14	226	262
1325095	Bradyrhizobium guangzhouense	species	265	433	60	123	482	82	9	118	268
1325090	Bradyrhizobium guangdongense	species	210	231	215	176	419	113	6	224	263
1325115	Bradyrhizobium guangxiense	species	207	194	75	132	510	273	39	297	214
244734	Bradyrhizobium betae	species	188	197	70	117	595	49	92	134	177
1404768	Bradyrhizobium amphicarpaeae	species	180	100	87	114	367	29	10	59	181
29448	Bradyrhizobium elkanii	species	0	0	0	0	0	0	0	0	0
1275962	Bradyrhizobium elkanii USDA 61	strain	143	403	31	199	102	399	33	50	487
1395974	Tardiphaga	genus	925	723	207	483	2581	457	48	453	949
943830	Tardiphaga robiniae	species	40619	9465	812	17442	3758	32417	235	17372	4056
2631404	unclassified Tardiphaga	no rank	8478	29652	3183	14099	22470	20116	1337	3373	14817
2592815	Tardiphaga sp. vice278	species	194	1499	43	145	377	76	429	143	500
2592814	Tardiphaga sp. vice154	species	146	415	56	77	551	18	8	55	233
2592817	Tardiphaga sp. vice304	species	33	691	55	44	795	7	7	21	292
2592816	Tardiphaga sp. vice352	species	27	44	0	12	239	5	0	1	23
911	Nitrobacter	genus	4033	4137	2217	5738	3944	1444	41	2863	10660
912	Nitrobacter hamburgensis	species	0	0	0	0	0	0	0	0	0
323097	Nitrobacter hamburgensis X14	strain	7009	14312	15272	17388	11679	2155	984	3912	17059
913	Nitrobacter winogradskyi	species	0	0	0	0	0	0	0	0	0
323098	Nitrobacter winogradskyi Nb-255	strain	6181	6442	1898	5394	9736	2163	71	3601	16623
1073	Rhodopseudomonas	genus	510	534	218	360	726	333	27	448	579
1076	Rhodopseudomonas palustris	species	3730	4479	1803	2935	7165	3152	544	2742	4852
316058	Rhodopseudomonas palustris HaA2	strain	827	1050	326	648	1865	521	58	449	1299
395960	Rhodopseudomonas palustris TIE-1	strain	106	136	33	81	127	18	51	40	112
2638247	unclassified Rhodopseudomonas	no rank	0	0	0	0	0	0	0	0	0
340268	Rhodopseudomonas sp. SK50-23	species	650	942	211	420	2528	552	52	475	704
1033	Afipia	genus	52	71	31	48	44	14	4	31	64
2642050	unclassified Afipia	no rank	0	0	0	0	0	0	0	0	0
1882747	Afipia sp. GAS231	species	3842	2866	1296	1465	2094	779	217	1824	3508
40137	Afipia carboxidovorans	species	601	800	284	691	3657	507	28	728	1131
504832	Afipia carboxidovorans OM5	strain	1	45	2	5	66	2	155	2	5
1649510	Variibacter	genus	0	0	0	0	0	0	0	0	0
1333996	Variibacter gotjawalensis	species	2076	2939	580	1863	2525	1613	107	1887	2651
2831106	Devosiaceae	family	47613	43982	1362	3706	26411	1683	404	1975	16928
46913	Devosia	genus	63304	81387	1495	2345	33849	2493	589	2957	23271
196773	unclassified Devosia	no rank	60602	71657	1524	2780	38015	1984	562	2599	22795
1736675	Devosia sp. A16	species	22282	38282	340	2035	27144	472	78	659	3602
2801335	Devosia oryziradicis	species	16419	20394	322	395	10712	587	138	754	4802
2657486	Devosia beringensis	species	11424	15242	272	508	17487	463	140	567	5850
2860336	Devosia salina	species	2092	2365	94	109	3596	85	60	111	1064
2499144	Devosia sp. 1566	species	1993	2907	119	173	4241	138	21	831	10503
2083786	Devosia sp. I507	species	1428	1998	40	101	3223	80	19	84	1272
2774137	Devosia rhizoryzae	species	1427	1769	53	117	3583	260	12	208	780
2759954	Devosia sp. MC521	species	279	556	27	33	1751	11	9	34	480
2664417	Devosia sp. D6-9	species	252	282	24	44	713	42	5	17	157
400770	Devosia ginsengisoli	species	15806	23288	462	595	17899	676	172	760	6106
1827478	Youhaiella	genus	0	0	0	0	0	0	0	0	0
1447062	Youhaiella tibetensis	species	1367	1175	60	142	2616	63	47	77	519
1082930	Pelagibacterium	genus	0	0	0	0	0	0	0	0	0
531813	Pelagibacterium halotolerans	species	432	288	28	178	767	109	3	47	218
1573407	Paradevosia	genus	0	0	0	0	0	0	0	0	0
1335043	Paradevosia shaoguanensis	species	323	182	20	30	724	8	3	21	127
623276	Maritalea	genus	0	0	0	0	0	0	0	0	0
454601	Maritalea myrionectae	species	16	14	7	1	50	12	0	2	0
82115	Rhizobiaceae	family	64958	65889	5699	33751	47716	19424	1495	13052	39466
227290	Rhizobium/Agrobacterium group	no rank	26486	25016	1987	10650	29570	7040	411	5663	15346
379	Rhizobium	genus	36475	32795	2201	12898	21652	14852	1035	6879	12593
384	Rhizobium leguminosarum	species	10215	11277	331	1553	3012	5468	163	1565	1346
386	Rhizobium leguminosarum bv. trifolii	no rank	1257	1534	80	158	434	792	17	250	229
754523	Rhizobium leguminosarum bv. trifolii WSM1689	strain	338	384	7	21	70	203	0	46	42
395491	Rhizobium leguminosarum bv. trifolii WSM1325	strain	315	520	12	10	86	385	0	79	24
395492	Rhizobium leguminosarum bv. trifolii WSM2304	strain	58	61	2	23	84	22	0	21	20
754521	Rhizobium leguminosarum bv. trifolii TA1	strain	54	20	0	7	29	23	0	3	11
1033991	Rhizobium leguminosarum bv. trifolii CB782	strain	17	21	6	17	35	18	0	20	19
387	Rhizobium leguminosarum bv. viciae	no rank	1336	603	17	200	133	468	0	78	124
936136	Rhizobium leguminosarum bv. viciae 248	strain	268	145	8	56	30	79	0	33	37
216596	Rhizobium leguminosarum bv. viciae 3841	strain	267	333	0	23	132	168	0	11	31
2613769	unclassified Rhizobium	no rank	1902	1667	161	1396	3645	545	25	471	1843
2785056	Rhizobium sp. 007	species	2387	665	214	834	207	309	21	254	833
2731096	Rhizobium sp. NZLR1	species	188	96	1	140	185	51	4	17	52
2603277	Rhizobium sp. WL3	species	174	110	5	37	477	33	7	13	108
2849093	Rhizobium sp. WYJ-E13	species	142	167	6	46	247	59	1	43	156
2613770	Rhizobium sp. BG4	species	133	157	28	32	467	54	5	14	100
2731112	Rhizobium sp. NLR16a	species	103	64	3	38	102	20	3	17	43
1571470	Rhizobium sp. ACO-34A	species	99	57	53	23	309	20	10	33	82
2819999	Rhizobium sp. L51/94	species	88	45	5	137	186	28	5	4	166
2020312	Rhizobium sp. CIAT894	species	88	59	12	21	222	11	7	21	36
2815360	Rhizobium sp. X9	species	75	93	23	21	291	59	3	26	107
2590777	Rhizobium sp. NIBRBAC000502774	species	74	115	26	16	54	8	1	9	31
1301032	Rhizobium sp. IE4771	species	73	17	6	4	22	0	2	4	14
2048897	Rhizobium sp. NXC24	species	72	71	17	52	249	12	1	17	55
1703969	Rhizobium sp. N324	species	71	42	0	5	11	2	0	0	5
2819994	Rhizobium sp. B230/85	species	65	70	2	47	86	5	2	6	45
2795216	Rhizobium sp. AB2/73	species	64	56	8	26	210	17	0	14	112
1981173	Rhizobium sp. NXC14	species	57	36	3	20	156	15	26	11	42
2291939	Rhizobium sp. ZX09	species	42	7	0	4	27	12	2	9	15
2028343	Rhizobium sp. 11515TR	species	41	52	4	17	180	3	2	28	21
1435607	Rhizobium sp. Khangiran2	species	29	24	0	10	343	3	3	7	69
2819993	Rhizobium sp. B21/90	species	28	3	0	27	218	8	0	2	39
1869170	Rhizobium sp. S41	species	25	12	0	4	1	1	0	2	1
2364271	Rhizobium sp. CCGE531	species	21	6	6	1	19	2	0	0	4
136098	Rhizobium sp. TCK	species	18	8	0	7	119	2	0	7	31
2020311	Rhizobium sp. Kim5	species	15	14	0	9	56	8	0	25	3
2020313	Rhizobium sp. TAL182	species	10	9	0	7	18	3	1	0	9
2364272	Rhizobium sp. CCGE532	species	9	20	1	12	9	37	4	4	22
1914541	Rhizobium sp. Y9	species	4	1	0	5	6	0	0	0	2
56730	Rhizobium gallicum	species	1563	356	124	775	292	171	2	760	232
142627	Rhizobium gallicum bv. gallicum	no rank	0	0	0	0	0	0	0	0	0
1041138	Rhizobium gallicum bv. gallicum R602sp	strain	974	548	45	394	115	160	2	109	162
2583231	Rhizobium indicum	species	2340	3562	77	1230	229	2579	15	461	442
348824	Rhizobium favelukesii	species	846	846	88	633	984	617	15	389	260
293958	Rhizobium lusitanum	species	749	435	21	163	369	44	12	116	97
29449	Rhizobium etli	species	39	49	3	23	91	16	4	15	27
538025	Rhizobium etli 8C-3	strain	460	272	42	188	253	153	8	38	130
147700	Rhizobium etli bv. phaseoli	no rank	0	0	0	0	0	0	0	0	0
1432049	Rhizobium etli bv. phaseoli str. IE4803	strain	22	10	0	8	26	0	0	3	7
347834	Rhizobium etli CFN 42	strain	9	7	5	0	27	14	0	0	7
323733	Rhizobium etli bv. mimosae	no rank	0	0	0	0	0	0	0	0	0
1328306	Rhizobium etli bv. mimosae str. Mim1	strain	7	3	6	4	45	0	0	4	17
491916	Rhizobium etli CIAT 652	strain	1	3	0	9	11	0	0	0	1
396	Rhizobium phaseoli	species	195	136	25	138	143	67	0	21	83
526949	Rhizobium phaseoli Brasil 5	strain	12	6	0	3	26	3	0	4	4
379684	Rhizobium pseudoryzae	species	183	155	6	36	596	14	12	62	87
1312183	Rhizobium jaguaris	species	173	170	60	160	395	127	3	87	110
2081791	Rhizobium ruizarguesonis	species	134	184	2	42	41	93	0	12	28
1138189	Rhizobium bangladeshense	species	131	130	11	64	206	42	2	16	95
1368430	Rhizobium rosettiformans	species	111	167	10	33	376	32	12	15	93
1538158	Rhizobium acidisoli	species	87	86	9	30	222	5	4	10	13
398	Rhizobium tropici	species	0	0	0	0	0	0	0	0	0
698761	Rhizobium tropici CIAT 899	strain	64	39	3	29	188	9	6	14	51
1538159	Rhizobium hidalgonense	species	64	64	4	15	95	1	8	8	7
648995	Agrobacterium pusense	species	61	47	6	8	227	13	12	14	28
1138190	Rhizobium binae	species	43	110	3	46	168	2	0	7	19
1138194	Rhizobium lentis	species	39	49	0	19	125	9	2	10	18
451876	Rhizobium rhizoryzae	species	39	21	6	25	169	38	0	13	23
240521	Rhizobium daejeonense	species	30	28	5	7	200	8	1	7	32
448181	Ciceribacter selenitireducens	species	0	0	0	0	0	0	0	0	0
1336235	Ciceribacter selenitireducens ATCC BAA-1503	strain	17	6	0	3	18	9	0	24	5
2267833	Rhizobium oryzihabitans	species	16	2	4	2	64	24	3	4	6
357	Agrobacterium	genus	1551	1404	87	357	2069	299	37	350	575
1183400	Agrobacterium tumefaciens complex	species group	160	117	13	52	247	47	7	64	92
358	Agrobacterium tumefaciens	species	772	771	58	204	1527	122	62	310	296
1300225	Agrobacterium tumefaciens WRT31	strain	136	49	0	17	11	9	0	12	10
1176649	Agrobacterium fabrum	species	152	112	9	13	229	22	5	19	35
1183401	Agrobacterium fabacearum	species	92	107	3	12	44	1	0	4	25
1300224	Agrobacterium fabacearum P4	strain	20	8	0	5	5	2	2	2	2
373	Agrobacterium vitis	species	1069	1139	37	230	2248	1087	38	356	864
311402	Allorhizobium ampelinum S4	strain	75	67	0	18	68	80	2	23	42
359	Agrobacterium rhizogenes	species	671	344	13	94	776	56	36	64	129
28099	Agrobacterium rubi	species	374	388	12	101	336	103	4	77	153
2632611	unclassified Agrobacterium	no rank	23	37	45	22	215	22	1	39	51
2579248	Agrobacterium sp. CGMCC 11546	species	37	19	3	3	53	25	0	2	15
2820002	Agrobacterium sp. S7/73	species	37	32	4	5	82	2	0	7	19
2580515	Agrobacterium sp. T29	species	33	14	0	7	78	0	0	9	13
1842536	Agrobacterium sp. RAC06	species	11	8	0	3	57	0	0	0	14
1279031	Agrobacterium sp. 33MFTa1.1	species	9	1	0	2	8	2	0	0	5
2664893	Agrobacterium sp. MA01	species	5	9	2	5	58	2	2	2	11
1183413	Agrobacterium salinitolerans	species	110	74	11	7	136	28	0	17	27
160699	Agrobacterium larrymoorei	species	76	52	14	24	226	4	4	15	41
1525371	Neorhizobium	genus	214	53	13	43	320	28	0	48	114
399	Neorhizobium galegae	species	2044	263	28	188	659	81	2	334	256
323655	Neorhizobium galegae bv. orientalis	no rank	0	0	0	0	0	0	0	0	0
1028800	Neorhizobium galegae bv. orientalis str. HAMBI 540	strain	1294	263	30	128	466	37	3	259	133
323656	Neorhizobium galegae bv. officinalis	no rank	0	0	0	0	0	0	0	0	0
1028801	Neorhizobium galegae bv. officinalis bv. officinalis str. HAMBI 1141	strain	757	106	25	131	313	42	0	188	115
2629175	unclassified Neorhizobium	no rank	9	7	0	2	69	6	2	0	19
2060726	Neorhizobium sp. SOG26	species	104	117	39	110	512	80	0	28	113
1825976	Neorhizobium sp. NCHU2750	species	103	89	14	24	608	38	4	20	79
1903858	Pseudorhizobium	genus	3	21	6	6	77	3	4	7	16
1125847	Pseudorhizobium banfieldiae	species	31	23	2	6	107	2	0	7	33
1335061	Pseudorhizobium flavum	species	29	40	14	8	360	11	4	18	67
227292	Sinorhizobium/Ensifer group	no rank	6313	6160	431	3944	3973	2686	96	1074	2724
28105	Sinorhizobium	genus	2617	2808	383	2201	2259	1268	113	521	1515
663276	Sinorhizobium fredii group	species group	0	0	0	0	0	0	0	0	0
380	Sinorhizobium fredii	species	962	655	114	915	777	249	82	142	498
1185652	Sinorhizobium fredii USDA 257	strain	756	247	42	242	284	127	20	104	159
1128331	Sinorhizobium fredii CCBAU 45436	strain	310	163	71	191	70	312	24	200	211
1128334	Sinorhizobium fredii CCBAU 83666	strain	174	57	11	156	44	23	2	27	97
1117943	Sinorhizobium fredii HH103	strain	105	53	3	62	39	6	0	5	30
394	Sinorhizobium fredii NGR234	strain	76	115	16	82	287	14	0	17	69
1128330	Sinorhizobium fredii CCBAU 25509	strain	46	115	0	64	27	67	0	3	21
382	Sinorhizobium meliloti	species	1333	857	153	590	960	260	16	169	640
1235461	Sinorhizobium meliloti GR4	strain	215	19	22	11	9	6	0	16	56
693982	Sinorhizobium meliloti AK83	strain	119	42	17	3	83	2	1	85	14
1401243	Sinorhizobium meliloti RU11/001	strain	103	100	5	14	71	2	0	28	22
707241	Sinorhizobium meliloti SM11	strain	22	25	0	3	23	1	0	1	18
2613772	unclassified Sinorhizobium	no rank	23	20	0	13	72	0	1	7	7
1842534	Sinorhizobium sp. RAC02	species	629	458	30	120	2955	133	15	198	172
2613773	Sinorhizobium sp. BG8	species	237	236	29	108	434	44	2	22	106
794846	Sinorhizobium sp. CCBAU 05631	species	82	221	40	315	17	1564	18	65	157
430451	Sinorhizobium sp. M14	species	78	99	2	18	329	8	0	0	78
194963	Sinorhizobium americanum	species	120	74	6	51	215	4	1	22	54
1408224	Sinorhizobium americanum CCGM7	strain	96	29	4	33	45	0	0	9	22
110321	Sinorhizobium medicae	species	0	0	0	0	0	0	0	0	0
366394	Sinorhizobium medicae WSM419	strain	154	110	36	68	326	68	7	54	78
106591	Ensifer	genus	2041	1839	82	1050	1577	242	21	187	751
106592	Ensifer adhaerens	species	712	680	53	220	1510	79	32	61	295
1416753	Ensifer adhaerens OV14	strain	734	560	40	135	466	24	15	22	130
2633371	unclassified Ensifer	no rank	0	6	0	0	2	0	0	0	0
555315	Ensifer canadensis	species	709	334	3	63	121	29	4	17	47
2811423	Ensifer sp. PDNC004	species	103	84	3	47	362	6	2	7	79
375549	Sinorhizobium mexicanum	species	314	174	309	139	464	47	75	93	335
716925	Sinorhizobium sojae	species	0	0	0	0	0	0	0	0	0
