taxonomy_id	name	rank	BGG_KOSDC	BGG_MOSDA	BGG_QOSDA	BGG_POSDC	BGG_BOSW	BGG_NOSDA	BGG_LOSDA	BGG_ROSDA	BGG_OOSDC
2321403	Chryseolinea soli	species	4618	1035	439	816	630	819	655	666	661
396811	Fulvivirga	genus	0	0	0	0	0	0	0	0	0
2685541	unclassified Fulvivirga	no rank	0	0	0	0	0	0	0	0	0
2810512	Fulvivirga lutea	species	20	25	13	3	32	19	20	11	13
89373	Cytophagaceae	family	139	54	8	52	123	18	38	41	193
107	Spirosoma	genus	450	211	83	164	1368	110	60	86	423
2666025	Spirosoma endbachense	species	749	653	81	1237	670	67	52	73	351
2621999	unclassified Spirosoma	no rank	14	5	20	2	26	2	2	6	17
2520506	Spirosoma sp. KCTC 42546	species	94	24	4	44	153	50	4	9	27
2710596	Spirosoma sp. KCTC 72228	species	59	26	26	23	83	22	21	11	23
2745947	Spirosoma sp. KUDC1026	species	2	3	5	1	35	0	4	10	14
2728024	Spirosoma rhododendri	species	1	4	5	0	82	4	2	6	21
2735870	Spirosoma taeanense	species	73	40	2	49	154	24	2	9	69
2692134	Spirosoma aureum	species	57	12	22	25	44	16	2	12	56
1211326	Spirosoma aerolatum	species	28	25	7	8	128	21	21	16	27
1379870	Spirosoma radiotolerans	species	23	8	107	5	116	8	11	8	23
2057025	Spirosoma pollinicola	species	10	2	22	9	93	16	12	23	22
1178516	Spirosoma montaniterrae	species	5	4	52	1	58	11	8	7	7
564064	Spirosoma rigui	species	4	7	66	16	48	29	2	13	58
455076	Rhodocytophaga	genus	0	0	0	0	0	0	0	0	0
2704465	Rhodocytophaga rosea	species	1272	498	141	521	695	264	25	178	8563
2676247	Aquirufa	genus	3	4	0	2	13	0	0	3	39
2516557	Aquirufa nivalisilvae	species	8	8	40	3	57	12	24	14	29
2676248	unclassified Aquirufa	no rank	0	0	0	0	0	0	0	0	0
2696560	Aquirufa lenticrescens	species	5	8	5	0	14	0	0	3	1
978	Cytophaga	genus	0	0	0	0	0	0	0	0	0
985	Cytophaga hutchinsonii	species	0	0	0	0	0	0	0	0	0
269798	Cytophaga hutchinsonii ATCC 33406	strain	11	14	16	4	95	24	29	22	63
1853232	Hymenobacteraceae	family	194	360	791	100	870	352	343	298	12477
89966	Hymenobacter	genus	784	1621	2859	771	801	2665	402	1949	114612
1385715	Hymenobacter qilianensis	species	266	564	53	60	31	203	14	197	45157
2615202	unclassified Hymenobacter	no rank	111	203	774	166	165	838	107	502	11713
2714932	Hymenobacter sp. HDW8	species	16	29	13	3	5	27	16	28	3358
1385664	Hymenobacter sp. DG25B	species	9	3	3	3	14	9	11	2	241
2675878	Hymenobacter sp. BRD128	species	8	8	78	23	38	123	20	49	307
1484116	Hymenobacter psoromatis	species	7	16	122	27	40	151	8	96	340
2596915	Hymenobacter sp. NBH84	species	7	23	16	9	46	19	1	15	261
2761579	Hymenobacter sediminicola	species	7	6	16	13	30	27	2	23	203
1356852	Hymenobacter sp. APR13	species	6	22	25	10	39	42	9	30	827
2735321	Hymenobacter taeanensis	species	5	5	24	8	76	27	2	8	338
1385663	Hymenobacter sp. DG25A	species	3	1	6	2	3	5	1	17	225
2835648	Hymenobacter sp. BT18	species	3	6	27	5	21	54	1	23	225
1484118	Hymenobacter sp. PAMC 26628	species	2	20	116	19	26	60	5	43	909
2584940	Hymenobacter sp. DG01	species	1	8	11	14	21	17	2	12	266
1411621	Hymenobacter sedentarius	species	106	185	269	69	60	217	22	177	21701
2496028	Hymenobacter radiodurans	species	24	32	6	5	15	25	13	33	3286
2607656	Hymenobacter busanensis	species	12	13	18	11	117	17	2	26	379
1850093	Hymenobacter nivis	species	5	28	47	4	26	29	10	24	696
2319843	Hymenobacter oligotrophus	species	3	5	5	3	83	5	2	3	203
1446467	Hymenobacter swuensis	species	0	0	0	0	0	0	0	0	0
1227739	Hymenobacter swuensis DY53	strain	2	22	24	21	25	36	15	13	337
2502781	Hymenobacter jejuensis	species	1	5	19	1	79	6	6	8	237
2615203	Hymenobacter baengnokdamensis	species	1	8	16	2	12	15	2	12	151
299566	Adhaeribacter	genus	12	19	16	2	93	6	4	33	302
2745197	Adhaeribacter radiodurans	species	96	44	15	36	169	43	10	29	276
2086471	Adhaeribacter swui	species	13	14	39	10	179	13	16	28	223
323449	Pontibacter	genus	13	155	36	15	115	18	37	18	5156
2694929	Pontibacter russatus	species	19	36	18	4	163	10	12	18	7352
388950	Pontibacter akesuensis	species	16	12	152	4	35	4	4	9	397
2648980	unclassified Pontibacter	no rank	0	0	0	0	0	0	0	0	0
2571030	Pontibacter sp. SGAir0037	species	9	21	10	1	87	4	6	3	381
2694930	Pontibacter pudoricolor	species	3	28	14	4	84	3	0	4	663
323450	Pontibacter actiniarum	species	1	9	6	5	48	9	0	1	252
400092	Pontibacter korlensis	species	1	16	4	1	39	2	0	3	289
1379908	Rufibacter	genus	6	13	0	4	9	16	0	10	766
512763	Rufibacter tibetensis	species	12	7	0	10	39	4	0	8	97
1379910	Rufibacter radiotolerans	species	8	27	10	0	23	6	3	37	502
2639626	unclassified Rufibacter	no rank	0	0	0	0	0	0	0	0	0
1379909	Rufibacter sp. DG15C	species	2	15	0	5	39	8	0	7	3000
1649474	Nibribacter	genus	0	0	0	0	0	0	0	0	0
2698458	Nibribacter ruber	species	1	20	4	0	39	3	1	3	1449
2896860	Spirosomaceae	family	24	21	107	15	331	13	4	17	100
120831	Dyadobacter	genus	90	59	6	10	2762	106	23	66	72
2625061	unclassified Dyadobacter	no rank	41	11	0	2	640	30	0	9	35
2861765	Dyadobacter sp. NIV53	species	1042	118	41	43	2648	856	46	68	119
2747268	Dyadobacter sandarakinus	species	90	33	3	19	1911	15	8	16	21
94254	Dyadobacter fermentans	species	0	0	0	0	0	0	0	0	0
471854	Dyadobacter fermentans DSM 18053	strain	30	27	9	7	2882	43	13	85	20
105	Runella	genus	1	5	4	1	44	0	1	0	24
2259595	Runella rosea	species	187	104	308	48	260	40	27	27	190
2631759	unclassified Runella	no rank	0	0	0	0	0	0	0	0	0
2268026	Runella sp. SP2	species	110	36	49	20	101	12	4	12	20
106	Runella slithyformis	species	0	0	0	0	0	0	0	0	0
761193	Runella slithyformis DSM 19594	strain	14	16	15	6	146	4	4	5	70
319458	Leadbetterella	genus	0	0	0	0	0	0	0	0	0
316068	Leadbetterella byssophila	species	0	0	0	0	0	0	0	0	0
649349	Leadbetterella byssophila DSM 17132	strain	16	27	21	4	152	13	6	3	25
861914	Fibrella	genus	2	0	0	0	1	0	0	0	49
651143	Fibrella aestuarina	species	0	0	0	0	0	0	0	0	0
1166018	Fibrella aestuarina BUZ 2	strain	2	2	1	7	95	4	0	0	38
2620963	unclassified Fibrella	no rank	0	0	0	0	0	0	0	0	0
1834519	Fibrella sp. ES10-3-2-2	species	2	1	3	0	86	1	1	2	354
2173039	Arcticibacterium	genus	0	0	0	0	0	0	0	0	0
1784714	Arcticibacterium luteifluviistationis	species	2	4	16	3	72	5	7	2	15
563798	Cyclobacteriaceae	family	31	65	507	11	370	14	29	10	3227
246875	Algoriphagus	genus	1	43	66	0	223	9	3	5	2275
2641541	unclassified Algoriphagus	no rank	8	9	21	0	46	0	2	2	302
2772483	Algoriphagus sp. Y33	species	59	59	279	10	163	18	28	19	629
388413	Algoriphagus machipongonensis	species	3	3	15	1	90	0	0	0	369
390846	Echinicola	genus	19	26	37	3	285	4	13	4	266
1795355	Echinicola strongylocentroti	species	17	11	10	30	198	14	24	2	21
390884	Echinicola vietnamensis	species	0	0	0	0	0	0	0	0	0
926556	Echinicola vietnamensis DSM 17526	strain	4	2	5	0	30	0	0	0	14
1807691	Echinicola rosea	species	4	0	7	0	46	1	1	0	14
2591634	Echinicola soli	species	1	3	20	0	62	0	0	0	9
2621165	unclassified Echinicola	no rank	0	0	7	3	6	0	0	0	41
2781961	Echinicola sp. 20G	species	1	4	13	0	64	0	0	2	22
280472	Aquiflexum	genus	0	0	0	0	0	0	0	0	0
280473	Aquiflexum balticum	species	0	0	0	0	0	0	0	0	0
758820	Aquiflexum balticum DSM 16537	strain	11	6	344	12	95	7	49	5	252
68288	Cyclobacterium	genus	1	5	40	0	23	6	137	11	122
320787	Cyclobacterium amurskyense	species	3	1	22	0	37	8	46	4	63
104	Cyclobacterium marinum	species	0	0	0	0	0	0	0	0	0
880070	Cyclobacterium marinum DSM 745	strain	1	1	934	1	35	1	11	0	73
232244	Belliella	genus	0	0	0	0	0	0	0	0	0
232259	Belliella baltica	species	0	0	0	0	0	0	0	0	0
866536	Belliella baltica DSM 15883	strain	5	32	228	2	4051	9	51	7	234
1501348	Amoebophilaceae	family	0	0	0	1	0	4	0	0	0
281119	Candidatus Amoebophilus	genus	0	0	0	0	0	0	0	0	0
281120	Candidatus Amoebophilus asiaticus	species	0	0	0	0	0	0	0	0	0
452471	Candidatus Amoebophilus asiaticus 5a2	strain	16	194	20	26	1	12	15	2	2
273135	Candidatus Cardinium	genus	4	23	228	2	5	15	11	4	13
2641185	unclassified Candidatus Cardinium	no rank	0	0	0	0	1	0	0	0	0
650378	Cardinium endosymbiont of Sogatella furcifera	species	6	2	2	3	2	11	162	35	2
247481	Candidatus Cardinium hertigii	species	1	2	0	0	4	0	0	0	0
200667	Flammeovirgaceae	family	0	0	0	0	0	0	0	0	0
59739	Flammeovirga	genus	2	11	0	0	70	1	2	1	7
373891	Flammeovirga kamogawensis	species	7	0	2	2	8	0	1	4	3
2494373	Flammeovirga pectinis	species	2	2	2	0	12	0	2	2	0
2762301	Marivirgaceae	family	0	0	0	0	0	0	0	0	0
869806	Marivirga	genus	0	0	0	0	0	0	0	0	0
1006	Marivirga tractuosa	species	0	0	0	0	0	0	0	0	0
643867	Marivirga tractuosa DSM 4126	strain	6	9	46	0	17	13	17	2	8
1937968	Bernardetiaceae	family	0	0	0	0	0	0	0	0	0
1937972	Bernardetia	genus	0	0	0	0	0	0	0	0	0
999	Bernardetia litoralis	species	0	0	0	0	0	0	0	0	0
880071	Bernardetia litoralis DSM 6794	strain	3	8	13	7	13	4	33	0	51
117747	Sphingobacteriia	class	0	0	0	0	0	0	0	0	0
200666	Sphingobacteriales	order	0	0	0	0	0	0	0	0	0
84566	Sphingobacteriaceae	family	3502	10874	1844	2209	18479	1965	2269	1513	11201
84567	Pedobacter	genus	2352	4473	387	811	20091	1582	335	1849	1716
984	Pedobacter heparinus	species	0	0	0	0	0	0	0	0	0
485917	Pedobacter heparinus DSM 2366	strain	559	325	14	112	2581	62	8	135	35
2628915	unclassified Pedobacter	no rank	157	395	114	447	1036	376	58	711	159
2766984	Pedobacter riviphilus	species	92	185	73	413	234	178	14	372	65
1727164	Pedobacter sp. PACM 27299	species	73	88	16	24	1718	165	35	28	65
2856523	Pedobacter sp. D749	species	72	234	100	177	241	290	85	410	60
2578106	Pedobacter sp. KBS0701	species	41	51	29	92	207	99	18	247	38
2605747	Pedobacter aquae	species	41	117	140	27	466	21	42	14	70
2714940	Pedobacter sp. HDW13	species	19	19	12	13	273	16	3	44	23
2482728	Pedobacter sp. G11	species	12	26	4	10	346	21	14	64	10
2201271	Pedobacter schmidteae	species	388	146	11	16	2888	12	4	104	36
430522	Pedobacter steynii	species	312	222	48	32	1790	1661	37	203	75
363852	Pedobacter ginsengisoli	species	131	3902	107	57	5160	153	54	401	252
188932	Pedobacter cryoconitis	species	124	136	9	46	3130	140	21	72	54
336820	Pedobacter roseus	species	33	45	21	32	454	51	17	79	40
2789740	Pedobacter endophyticus	species	8	108	118	12	446	14	103	35	22
332999	Pedobacter suwonensis	species	7	27	9	16	285	14	3	30	28
423349	Mucilaginibacter	genus	1620	6460	793	672	7368	692	732	641	2563
652787	Mucilaginibacter mallensis	species	321	321	242	111	677	187	100	87	103
423351	Mucilaginibacter paludis	species	0	0	0	0	0	0	0	0	0
714943	Mucilaginibacter paludis DSM 18603	strain	83	206	63	69	549	20	42	11	60
2617802	unclassified Mucilaginibacter	no rank	8	93	2	1	119	11	0	4	21
2703789	Mucilaginibacter sp. 14171R-50	species	35	119	70	5	453	15	2	24	39
2728022	Mucilaginibacter robiniae	species	26	22	8	5	143	7	4	9	30
2778902	Mucilaginibacter sp. 21P	species	13	43	3	3	189	5	7	8	17
1550579	Mucilaginibacter gotjawali	species	70	156	57	26	450	24	45	33	44
862126	Mucilaginibacter ginsenosidivorax	species	54	132	33	12	328	29	13	14	40
1234841	Mucilaginibacter xinganensis	species	35	130	5	15	258	6	6	3	60
2305508	Mucilaginibacter celer	species	19	35	18	12	250	4	11	5	10
398053	Mucilaginibacter ginsenosidivorans	species	16	214	5	14	221	2	13	0	14
2027860	Mucilaginibacter rubeus	species	15	72	0	4	219	3	4	9	24
2682091	Mucilaginibacter ginkgonis	species	15	78	9	5	168	2	9	12	19
2740462	Mucilaginibacter mali	species	11	39	0	3	259	4	2	7	9
551996	Mucilaginibacter gossypii	species	9	19	81	0	88	0	2	4	25
398049	Mucilaginibacter daejeonensis	species	7	20	142	0	142	3	7	2	103
28453	Sphingobacterium	genus	174	313	176	80	1275	94	83	45	474
2609468	unclassified Sphingobacterium	no rank	11	16	23	4	109	18	3	9	12
2713573	Sphingobacterium sp. DR205	species	8	51	8	0	46	0	0	2	2
2557994	Sphingobacterium sp. CZ-2	species	6	11	25	5	102	2	3	0	27
2795738	Sphingobacterium sp. UDSM-2020	species	2	32	262	19	98	1123	549	43	12
258	Sphingobacterium spiritivorum	species	18	13	34	8	264	17	11	12	16
1010	Sphingobacterium mizutaii	species	5	3	0	0	243	3	2	6	2
561061	Sphingobacterium psychroaquaticum	species	4	8	1	0	70	0	1	2	12
797291	Sphingobacterium lactis	species	4	15	0	4	29	3	9	10	3
259	Sphingobacterium thalpophilum	species	2	0	3	0	43	7	2	1	0
371142	Sphingobacterium daejeonense	species	2	0	30	2	42	14	20	12	16
28454	Sphingobacterium multivorum	species	1	29	7	3	48	13	2	1	32
649196	Sphingobacterium hotanense	species	1	7	54	0	66	0	4	1	3
1773450	Anseongella	genus	0	0	0	0	0	0	0	0	0
496056	Anseongella ginsenosidimutans	species	126	87	158	27	143	619	561	837	85
929509	Solitalea	genus	0	0	0	0	0	0	0	0	0
995	Solitalea canadensis	species	0	0	0	0	0	0	0	0	0
929556	Solitalea canadensis DSM 3403	strain	98	126	31	48	247	41	31	23	44
376469	Olivibacter	genus	0	0	0	0	0	0	0	0	0
2632301	unclassified Olivibacter	no rank	1	21	1	2	140	0	2	3	32
2764720	Olivibacter sp. SDN3	species	70	39	30	52	538	8	2	18	46
2592345	Olivibacter sp. LS-1	species	6	22	4	5	106	100	10	16	28
1649482	Pseudopedobacter	genus	0	0	0	0	0	0	0	0	0
151895	Pseudopedobacter saltans	species	0	0	0	0	0	0	0	0	0
762903	Pseudopedobacter saltans DSM 12145	strain	11	36	10	1	235	6	9	8	13
200643	Bacteroidia	class	55	48	27927	12	103	1868	3992	2608	242
171549	Bacteroidales	order	166	168	23066	102	914	1651	3331	2138	424
2005523	Paludibacteraceae	family	0	0	0	0	0	0	0	0	0
346096	Paludibacter	genus	0	0	0	0	0	0	0	0	0
185300	Paludibacter propionicigenes	species	0	0	0	0	0	0	0	0	0
694427	Paludibacter propionicigenes WB4	strain	701	220	2969	136	269	132	137	251	179
815	Bacteroidaceae	family	4	9	1521	2	46	121	76	139	15
816	Bacteroides	genus	26	39	1360	5	225	48	79	51	66
1796613	Bacteroides caecimuris	species	7	1	0	0	3	0	1	2	1
818	Bacteroides thetaiotaomicron	species	3	5	21	0	14	4	4	3	8
2646097	unclassified Bacteroides	no rank	0	0	0	0	0	0	0	2	0
2715212	Bacteroides faecium	species	2	2	4	0	3	0	0	6	1
47678	Bacteroides caccae	species	2	20	8	0	6	0	0	0	4
246787	Bacteroides cellulosilyticus	species	1	2	8	0	41	3	11	3	2
371601	Bacteroides xylanisolvens	species	0	4	15	0	2	8	6	1	2
657309	Bacteroides xylanisolvens XB1A	strain	1	0	0	0	0	0	0	0	0
291645	Bacteroides nordii	species	1	2	2	0	50	1	12	0	2
46506	Bacteroides stercoris	species	1	1	36	0	19	6	2	0	9
28111	Bacteroides eggerthii	species	1	37	8	0	18	21	0	0	2
909656	Phocaeicola	genus	1	8	17	0	2	13	13	4	0
376805	Phocaeicola salanitronis	species	0	0	0	0	0	0	0	0	0
667015	Phocaeicola salanitronis DSM 18170	strain	3	0	14	2	5	0	6	2	0
357276	Phocaeicola dorei	species	1	3	6	0	1	1	6	10	0
171550	Rikenellaceae	family	0	0	0	0	0	0	0	0	0
239759	Alistipes	genus	38	35	5008	47	211	1010	1498	1231	59
2608932	unclassified Alistipes	no rank	0	0	0	0	0	0	0	0	0
2662363	Alistipes sp. dk3624	species	4	15	16	5	61	10	46	6	31
328813	Alistipes onderdonkii	species	0	0	0	0	0	0	0	0	0
2585117	Alistipes onderdonkii subsp. vulgaris	subspecies	2	8	4	2	15	0	2	4	2
2364787	Alistipes megaguti	species	2	0	17	0	33	16	62	18	3
214856	Alistipes finegoldii	species	0	0	0	0	0	0	0	0	0
679935	Alistipes finegoldii DSM 17242	strain	1	0	5	0	12	9	2	0	0
171552	Prevotellaceae	family	1	4	17	3	2	0	5	0	2
838	Prevotella	genus	5	9	125	11	29	99	45	27	23
28132	Prevotella melaninogenica	species	8	11	28	6	17	17	77	14	14
28127	Hoylesella buccalis	species	2	0	4	5	2	9	17	14	1
282402	Prevotella multiformis	species	2	2	0	6	3	3	2	1	0
28131	Prevotella intermedia	species	1	1	10	2	4	12	11	2	1
28133	Prevotella nigrescens	species	1	4	23	8	0	6	10	12	2
165179	Prevotella copri	species	1	17	6	1	4	12	20	7	2
2884814	Pseudoprevotella	genus	0	0	0	0	0	0	0	0	0
2133944	Pseudoprevotella muciniphila	species	2	18	2	1	5	10	3	3	1
577309	Paraprevotella	genus	0	0	0	0	0	0	0	0	0
454155	Paraprevotella xylaniphila	species	0	0	0	0	0	0	0	0	0
762982	Paraprevotella xylaniphila YIT 11841	strain	1	1	4	0	8	1	6	1	0
2005520	Dysgonomonadaceae	family	0	1	972	0	0	4	1	70	1
156973	Dysgonomonas	genus	0	0	0	0	0	0	0	0	0
2630389	unclassified Dysgonomonas	no rank	11	16	193	15	71	35	14	6	16
2714926	Dysgonomonas sp. HDW5A	species	2	3	22	11	1	15	0	3	1
2714927	Dysgonomonas sp. HDW5B	species	2	1	83	3	0	0	7	6	0
307628	Petrimonas	genus	0	0	0	0	0	0	0	0	0
1642646	Petrimonas mucosa	species	3	4	1383	1	23	18	20	196	3
294702	Proteiniphilum	genus	0	0	0	0	0	0	0	0	0
1642647	Proteiniphilum saccharofermentans	species	2	7	1477	2	20	17	188	93	22
2005525	Tannerellaceae	family	0	0	41	0	0	0	0	2	3
375288	Parabacteroides	genus	11	9	78	3	51	6	18	4	4
46503	Parabacteroides merdae	species	3	4	19	0	2	0	5	0	0
328812	Parabacteroides goldsteinii	species	3	3	171	0	13	1	12	7	4
195950	Tannerella	genus	0	0	75	0	0	7	40	3	0
2620507	unclassified Tannerella	no rank	0	0	0	0	0	0	0	0	0
712710	Tannerella serpentiformis	species	2	5	33	3	24	34	26	7	9
1853231	Odoribacteraceae	family	2	1	606	1	0	0	39	0	3
283168	Odoribacter	genus	0	0	0	0	0	0	0	0	0
28118	Odoribacter splanchnicus	species	4	21	411	19	10	34	222	42	16
2760872	Tenuifilaceae	family	0	0	0	0	0	0	0	0	0
2760873	Tenuifilum	genus	0	0	0	0	0	0	0	0	0
2590900	Tenuifilum thalassicum	species	6	1	244	0	3	462	666	652	14
171551	Porphyromonadaceae	family	0	0	0	0	0	0	0	0	0
836	Porphyromonas	genus	3	2	20	0	0	0	0	1	0
36874	Porphyromonas cangingivalis	species	2	4	4	0	0	0	0	1	0
1970189	Marinilabiliales	order	3	1	3527	0	3	7	128	34	22
1471398	Prolixibacteraceae	family	4	8	19498	1	10	19	207	83	57
1471399	Draconibacterium	genus	0	0	6216	2	1	0	41	43	15
1168034	Draconibacterium orientale	species	30	2	3177	22	61	36	170	30	31
2678352	Maribellus	genus	0	0	0	0	0	0	0	0	0
2681766	Maribellus comscasis	species	2	7	9419	1	13	15	134	77	39
1573805	Marinifilaceae	family	0	0	0	0	0	0	0	0	0
2060722	Labilibaculum	genus	0	0	0	0	0	0	0	0	0
1717717	Labilibaculum antarcticum	species	15	25	164	6	109	45	154	10	66
558415	Marinilabiliaceae	family	0	0	0	0	0	0	0	0	0
1193324	Alkalitalea	genus	0	0	0	0	0	0	0	0	0
889453	Alkalitalea saponilacus	species	4	9	1960	1	47	26	170	18	30
1100069	unclassified Bacteroidetes Order II.	order	0	0	0	0	0	0	0	0	0
563843	Rhodothermaceae	family	38	15	13	53	40	13	16	31	45
29548	Rhodothermus	genus	0	0	0	0	0	0	0	0	0
29549	Rhodothermus marinus	species	93	76	75	70	230	18	76	28	71
762570	Rhodothermus marinus SG0.5JP17-172	strain	8	1	2	1	21	0	2	1	4
518766	Rhodothermus marinus DSM 4252	strain	1	7	9	4	45	0	0	2	2
2893090	Rhodocaloribacter	genus	0	0	0	0	0	0	0	0	0
2558931	Rhodocaloribacter litoris	species	102	89	85	102	259	67	53	180	131
146918	Salinibacter	genus	0	0	0	0	0	0	0	0	0
146919	Salinibacter ruber	species	47	40	17	93	159	37	33	57	53
309807	Salinibacter ruber DSM 13855	strain	1	0	0	0	3	0	0	1	1
1937959	Saprospiria	class	0	0	0	0	0	0	0	0	0
1936988	Saprospirales	order	16	3	0	3	27	0	7	0	13
1937961	Haliscomenobacteraceae	family	0	0	0	0	0	0	0	0	0
2349	Haliscomenobacter	genus	0	0	0	0	0	0	0	0	0
2350	Haliscomenobacter hydrossis	species	0	0	0	0	0	0	0	0	0
760192	Haliscomenobacter hydrossis DSM 1100	strain	231	235	538	83	494	75	33	27	644
89374	Saprospiraceae	family	0	0	0	0	0	0	0	0	0
1007	Saprospira	genus	0	0	0	0	0	0	0	0	0
1008	Saprospira grandis	species	0	0	0	0	0	0	0	0	0
984262	Saprospira grandis str. Lewin	strain	12	0	4	2	139	0	2	1	19
1090	Chlorobiota	phylum	0	0	0	0	0	0	0	0	0
191410	Chlorobiia	class	0	0	0	0	0	0	0	0	0
191411	Chlorobiales	order	0	0	0	0	0	0	0	0	0
191412	Chlorobiaceae	family	160	43	529	56	205	53	199	33	89
274493	Chlorobium/Pelodictyon group	no rank	0	10	1083	0	3	0	2	6	3
1099	Pelodictyon	genus	0	0	17	0	0	0	0	0	0
34090	Pelodictyon phaeoclathratiforme	species	0	0	0	0	0	0	0	0	0
324925	Pelodictyon phaeoclathratiforme BU-1	strain	27	1747	109967	174	15	13	127	33	352
1100	Pelodictyon luteolum	species	0	0	0	0	0	0	0	0	0
319225	Pelodictyon luteolum DSM 273	strain	14	7	1937	5	27	4	0	5	10
1091	Chlorobium	genus	0	2	206	7	1	0	1	2	7
1092	Chlorobium limicola	species	0	0	0	0	0	0	0	0	0
290315	Chlorobium limicola DSM 245	strain	10	9	1270	0	12	20	54	21	10
1096	Chlorobium phaeobacteroides	species	0	0	0	0	0	0	0	0	0
290317	Chlorobium phaeobacteroides DSM 266	strain	2	23	2522	3	8	3	8	7	33
256319	Chlorobaculum	genus	16	9	74	21	22	15	18	7	22
1097	Chlorobaculum tepidum	species	0	0	0	0	0	0	0	0	0
194439	Chlorobaculum tepidum TLS	strain	14	18	20	35	26	1730	902	548	4
274539	Chlorobaculum parvum	species	0	0	0	0	0	0	0	0	0
517417	Chlorobaculum parvum NCIB 8327	strain	5	15	21	10	33	1	13	1	6
274537	Chlorobaculum limnaeum	species	2	3	94	7	43	39	39	30	13
1101	Prosthecochloris	genus	0	3	5	1	5	1	1	5	2
1102	Prosthecochloris aestuarii	species	0	0	0	0	0	0	0	0	0
290512	Prosthecochloris aestuarii DSM 271	strain	8	6	33	9	6	10	57	10	6
2632826	unclassified Prosthecochloris	no rank	0	0	5	0	2	0	0	0	0
1868325	Prosthecochloris sp. CIB 2401	species	2	7	73	0	13	0	6	3	3
1974213	Prosthecochloris sp. HL-130-GSB	species	2	4	121	0	11	0	2	0	2
281093	Prosthecochloris sp. GSB1	species	1	11	5	41	12	0	2	0	10
1853220	Rhodothermota	phylum	0	0	0	0	0	0	0	0	0
1853222	Rhodothermia	class	0	0	0	0	0	0	0	0	0
1853224	Rhodothermales	order	0	0	0	0	0	0	0	0	0
2893043			0	0	0	0	0	0	0	0	0
2893044	Roseithermus	genus	0	0	0	0	0	0	0	0	0
2893045	Roseithermus sacchariphilus	species	143	240	79	209	257	19	184	18	179
1134404	Ignavibacteriota	phylum	0	0	0	0	0	0	0	0	0
795747	Ignavibacteria	class	0	0	0	0	0	0	0	0	0
795748	Ignavibacteriales	order	12	1	86	1	14	32	70	79	17
795749	Ignavibacteriaceae	family	0	0	0	0	0	0	0	0	0
795750	Ignavibacterium	genus	0	0	0	0	0	0	0	0	0
591197	Ignavibacterium album	species	0	0	0	0	0	0	0	0	0
945713	Ignavibacterium album JCM 16511	strain	22	15	184	4	19	0	341	2	20
1334117	Melioribacteraceae	family	0	0	0	0	0	0	0	0	0
1134403	Melioribacter	genus	0	0	0	0	0	0	0	0	0
1134405	Melioribacter roseus	species	0	0	0	0	0	0	0	0	0
1191523	Melioribacter roseus P3M-2	strain	11	11	75	6	17	10	23	17	4
1936987	Balneolota	phylum	0	0	0	0	0	0	0	0	0
2489366			0	0	0	0	0	0	0	0	0
2489367	Cyclonatronum	genus	0	0	0	0	0	0	0	0	0
1457365	Cyclonatronum proteinivorum	species	6	2	21	6	21	3	8	5	6
142182	Gemmatimonadota	phylum	0	0	0	0	0	0	0	0	0
219685	Gemmatimonadetes	class	0	0	0	0	0	0	0	0	0
219686	Gemmatimonadales	order	0	0	0	0	0	0	0	0	0
219687	Gemmatimonadaceae	family	6902	5096	639	3735	1850	694	3290	1187	9531
1706036	Gemmatirosa	genus	0	0	0	0	0	0	0	0	0
861299	Gemmatirosa kalamazoonensis	species	9448	5372	771	3987	4025	740	3006	1312	15786
173479	Gemmatimonas	genus	3220	1785	423	1397	3099	301	1479	547	7682
2732249	Gemmatimonas groenlandica	species	1188	606	519	508	21554	210	517	394	6724
173480	Gemmatimonas aurantiaca	species	0	0	0	0	0	0	0	0	0
379066	Gemmatimonas aurantiaca T-27	strain	849	609	101	484	1585	86	263	112	1603
1379270	Gemmatimonas phototrophica	species	566	591	102	523	1059	66	163	108	1328
456828	Candidatus Cloacimonadota	phylum	0	0	0	0	0	0	0	0	0
456826	Candidatus Cloacimonas	genus	0	0	0	0	0	0	0	0	0
456827	Candidatus Cloacimonas acidaminovorans	species	0	0	0	0	0	0	0	0	0
459349	Candidatus Cloacimonas acidaminovorans str. Evry	strain	35	56	87	4	9	4	0	4	11
65842	Fibrobacterota	phylum	0	0	0	0	0	0	0	0	0
204430	Fibrobacteria	class	0	0	0	0	0	0	0	0	0
218872	Fibrobacterales	order	0	0	0	0	0	0	0	0	0
204431	Fibrobacteraceae	family	0	0	0	0	0	0	0	0	0
832	Fibrobacter	genus	0	0	0	0	0	0	0	0	0
833	Fibrobacter succinogenes	species	0	0	0	0	0	0	0	0	0
834	Fibrobacter succinogenes subsp. succinogenes	subspecies	0	0	0	0	0	0	0	0	0
59374	Fibrobacter succinogenes subsp. succinogenes S85	strain	1	13	8	0	10	19	2	11	13
57723	Acidobacteriota	phylum	6457	2057	311	3573	4102	391	1660	495	7950
1813735	Vicinamibacteria	class	0	0	0	0	0	0	0	0	0
2211325	Vicinamibacteraceae	family	0	0	0	0	0	0	0	0	0
2004797	Luteitalea	genus	0	0	0	0	0	0	0	0	0
1855912	Luteitalea pratensis	species	27779	11142	971	16896	26866	1737	5211	1943	122736
204432	Terriglobia	class	1013	231	274	534	562	131	207	130	987
204433	Terriglobales	order	0	0	0	0	0	0	0	0	0
