sample	clade_name	clade_taxid	relative_abundance	estimated_number_of_reads_from_the_clade
BGG_KOSDC	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Psychrobacillus|s__Psychrobacillus_psychrotolerans	2|1239|91061|1385|186817|1221880|126156	0.08006	1487
BGG_KOSDC	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium_sp_SRL28	2|1224|28211|356|41294|374|2836178	0.07921	3637
BGG_KOSDC	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Rhodoferax|s__Rhodoferax_sp_OV413	2|1224|28216|80840|80864|28065|1855285	0.07512	2042
BGG_KOSDC	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_hodleri	2|201174|1760|85007|1762|1763|49897	0.07401	2427
BGG_KOSDC	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_sp_ZGTC412	2|201174|1760|85006|1268|1663|2058900	0.07228	1578
BGG_KOSDC	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_SGB609	2|201174|84998|84999|84107|102106|	0.07153	1232
BGG_KOSDC	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_amylolyticus	2|1239|91061|1385|186822|44249|1451	0.07107	2406
BGG_KOSDC	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiaceae|g__Rhodomicrobium|s__Rhodomicrobium_vannielii	2|1224|28211|356|45401|1068|1069	0.06628	1815
BGG_KOSDC	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Cryobacterium|s__Cryobacterium_zongtaii	2|201174|1760|85006|85023|69578|1259217	0.06404	1209
BGG_KOSDC	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Agromyces|s__Agromyces_albus	2|201174|1760|85006|85023|33877|205332	0.06073	1241
BGG_KOSDC	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_sp_Root608	2|1224|28211|204458|76892|41275|1736569	0.0558	737
BGG_KOSDC	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium_algeriense	2|1224|28211|356|41294|374|634784	0.05103	2167
BGG_KOSDC	k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Fulvivirgaceae|g__Fulvivirgaceae_unclassified|s__Fulvivirgaceae_bacterium_PWU5	2|976|768503|768507|2762286||2782350	0.05088	1771
BGG_KOSDC	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Pseudonocardia|s__Pseudonocardia_sp_H11425	2|201174|1760|85010|2070|1847|2835865	0.05036	1952
BGG_KOSDC	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacterium|s__Mycolicibacterium_sp_P9_64	2|201174|1760|85007|1762|1866885|2024612	0.04825	1665
BGG_KOSDC	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phyllobacteriaceae|g__Mesorhizobium|s__Mesorhizobium_helmanticense	2|1224|28211|356|69277|68287|1776423	0.04429	1400
BGG_KOSDC	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Nakamurellales|f__Nakamurellaceae|g__GGB64492|s__GGB64492_SGB86990	2|201174|1760|1643684|85031||	0.03873	1192
BGG_KOSDC	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_finlayi	2|201174|1760|85011|2062|1883|67296	0.03589	1306
BGG_KOSDC	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiaceae|g__Hyphomicrobium|s__Hyphomicrobium_album	2|1224|28211|356|45401|81|2665159	0.03528	656
BGG_KOSDC	k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Pirellulales|f__Lacipirellulaceae|g__Lacipirellula|s__Lacipirellula_parvula	2|203682|203683|2691354|2691359|2691417|2650471	0.03407	1144
BGG_KOSDC	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides|s__Nocardioides_allogilvus	2|201174|1760|85009|85015|1839|2072017	0.03285	646
BGG_KOSDC	k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter|s__Pedobacter_polaris	2|976|117747|200666|84566|84567|2571273	0.03238	719
BGG_KOSDC	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium_sp_AUGA_SZCCT0158	2|1224|28211|356|41294|374|2807661	0.03043	1089
BGG_KOSDC	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_sp_ISL_69	2|201174|1760|85006|1268|1663|2819113	0.03002	748
BGG_KOSDC	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides|s__Nocardioides_zhouii	2|201174|1760|85009|85015|1839|1168729	0.02937	644
BGG_KOSDC	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_sp_4R501	2|201174|1760|85006|1268|1663|2058886	0.02923	658
BGG_KOSDC	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Intrasporangiaceae|g__Janibacter|s__Janibacter_sp_HTCC2649	2|201174|1760|85006|85021|53457|313589	0.02848	573
BGG_KOSDC	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales|f__Sinobacteraceae|g__Hydrocarboniphaga|s__Hydrocarboniphaga_effusa	2|1224|1236|1775403|568386|243627|243629	0.02747	684
BGG_KOSDC	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiaceae|g__Methyloceanibacter|s__Methyloceanibacter_marginalis	2|1224|28211|356|45401|1484898|1774971	0.02627	455
BGG_KOSDC	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Pseudoxanthomonas|s__Pseudoxanthomonas_sacheonensis	2|1224|1236|135614|32033|83618|443615	0.02529	483
BGG_KOSDC	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Intrasporangiaceae|g__Pedococcus|s__Pedococcus_bigeumensis	2|201174|1760|85006|85021|2805645|433644	0.02392	478
BGG_KOSDC	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium_sp_AUGA_SZCCT0283	2|1224|28211|356|41294|374|2807671	0.02254	867
BGG_KOSDC	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Peribacillus|s__Peribacillus_psychrosaccharolyticus	2|1239|91061|1385|186817|2675229|1407	0.02182	486
BGG_KOSDC	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Variovorax|s__Variovorax_sp_RKNM96	2|1224|28216|80840|80864|34072|2681552	0.02026	698
BGG_KOSDC	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phyllobacteriaceae|g__Phyllobacterium|s__Phyllobacterium_bourgognense	2|1224|28211|356|69277|28100|314236	0.01749	467
BGG_KOSDC	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_jiangjiafuii	2|201174|1760|85006|1268|1663|2817475	0.01685	291
BGG_KOSDC	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Agromyces|s__Agromyces_sp_ISL_38	2|201174|1760|85006|85023|33877|2819107	0.01549	307
BGG_KOSDC	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Boseaceae|g__Bosea|s__Bosea_sp_PAMC_26642	2|1224|28211|356|2831100|85413|1792307	0.01358	358
BGG_KOSDC	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Pseudonocardia|s__Pseudonocardia_broussonetiae	2|201174|1760|85010|2070|1847|2736640	0.01296	455
BGG_KOSDC	k__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales|f__Nitrospiraceae|g__Nitrospira|s__Candidatus_Nitrospira_nitrificans	2|40117|203693|189778|189779|1234|1742973	0.01223	246
BGG_KOSDC	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_sp_P3160	2|976|117743|200644|49546|237|2512113	0.01219	290
BGG_KOSDC	k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Iamiaceae|g__GGB78197|s__GGB78197_SGB107723	2|201174|84992|84993|633392||	0.01183	211
BGG_KOSDC	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales|f__Micromonosporaceae|g__Actinoplanes|s__Actinoplanes_auranticolor	2|201174|1760|85008|28056|1865|47988	0.0112	524
BGG_KOSDC	k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Conexibacteraceae|g__GGB64272|s__GGB64272_SGB86721	2|201174|1497346|588673|320583||	0.01092	151
BGG_KOSDC	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_gilva	2|1224|28211|204457|41297|13687|2305907	0.01025	173
BGG_KOSDC	k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Pirellulales|f__Lacipirellulaceae|g__Lacipirellula|s__Lacipirellula_limnantheis	2|203682|203683|2691354|2691359|2691417|2528024	0.00981	325
BGG_KOSDC	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Caenimonas|s__Caenimonas_soli	2|1224|28216|80840|80864|763439|2735555	0.00967	258
BGG_KOSDC	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides|s__Nocardioides_alpinus	2|201174|1760|85009|85015|1839|748909	0.00931	204
BGG_KOSDC	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium_sp_JYMT_SZCCT0180	2|1224|28211|356|41294|374|2807666	0.00853	326
BGG_KOSDC	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_sp_Soil762	2|201174|1760|85006|1268|1663|1736401	0.00819	176
BGG_KOSDC	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_sp_ISL_48	2|201174|1760|85006|1268|1663|2819110	0.00453	98
BGG_KOSDC	k__Bacteria|p__Actinobacteria|c__Rubrobacteria|o__Gaiellales|f__Gaiellaceae|g__Gaiella|s__Gaiella_occulta	2|201174|84995|1154584|1154585|1154586|1002870	0.0045	66
BGG_KOSDC	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Conyzicola|s__Conyzicola_nivalis	2|201174|1760|85006|85023|1648520|1477021	0.00409	65
BGG_KOSDC	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosospira|s__Nitrosospira_sp_Nsp13	2|1224|28216|32003|206379|35798|1855332	0.00354	59
BGG_KOSDC	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales|f__Micromonosporaceae|g__Actinoplanes|s__Actinoplanes_sp_LAM7112	2|201174|1760|85008|28056|1865|2486853	0.00336	161
BGG_KOSDC	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_unclassified|g__Rhizobacter|s__Rhizobacter_sp_Root404	2|1224|28216|80840||212743|1736528	0.00319	79
BGG_KOSDC	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Nannocystaceae|g__Nannocystis|s__Nannocystis_exedens	2|1224|28221|29|224463|53|54	0.00278	165
BGG_KOSDC	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sp_PICF141	2|1224|1236|72274|135621|286|1949067	0.00228	65
BGG_KOSDC	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_sp_U41	2|201174|1760|85006|1268|1663|1849032	0.0017	40
BGG_KOSDC	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sp_Ant30_3	2|1224|1236|72274|135621|286|1488328	0.00112	31
BGG_KOSDC	k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Miltoncostaeales|f__Miltoncostaeaceae|g__Miltoncostaea|s__Miltoncostaea_marina	2|201174|1497346|2843198|2843199|2843200|2843215	0.00082	13
BGG_KOSDC	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiaceae|g__Rhodoplanes|s__Rhodoplanes_sp_Z2_YC6860	2|1224|28211|356|45401|29407|674703	0.00074	28
BGG_LOSDA	k__Archaea|p__Thaumarchaeota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaerales_unclassified|g__Nitrososphaerales_unclassified|s__Nitrososphaerales_archaeon_TH5894	2157|651137|1643678|1033996|||2721610	70.49762	4847773
BGG_LOSDA	k__Bacteria|p__Atribacterota|c__Atribacterota_unclassified|o__Atribacterota_unclassified|f__Atribacterota_unclassified|g__Atribacterota_unclassified|s__Candidatus_Atribacteria_bacterium_RS_JS1	2|67818|||||1977312	9.20728	606983
BGG_LOSDA	k__Bacteria|p__Atribacterota|c__Atribacterota_unclassified|o__Atribacterota_unclassified|f__Atribacterota_unclassified|g__GGB4172|s__GGB4172_SGB5654	2|67818|||||	4.34038	228637
BGG_LOSDA	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Betaproteobacteria_unclassified|f__Betaproteobacteria_unclassified|g__GGB44506|s__GGB44506_SGB61938	2|1224|28216||||	3.92734	356968
BGG_LOSDA	k__Bacteria|p__Atribacterota|c__Atribacterota_unclassified|o__Atribacterota_unclassified|f__Atribacterota_unclassified|g__Atribacterota_unclassified|s__Atribacteria_bacterium_SCGC_AAA252_M02	2|67818|||||913317	3.89037	329922
BGG_LOSDA	k__Bacteria|p__Atribacterota|c__Atribacterota_unclassified|o__Atribacterota_unclassified|f__Atribacterota_unclassified|g__Atribacterota_unclassified|s__Atribacteria_bacterium_SCGC_AAA255_G05	2|67818|||||1047051	3.41506	236347
BGG_LOSDA	k__Archaea|p__Thaumarchaeota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaerales_unclassified|g__Nitrososphaerales_unclassified|s__Nitrososphaerales_archaeon_TH5888	2157|651137|1643678|1033996|||2721607	3.00269	147650
BGG_LOSDA	k__Archaea|p__Thaumarchaeota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaerales_unclassified|g__GGB53673|s__GGB53673_SGB74810	2157|651137|1643678|1033996|||	0.42346	24517
BGG_LOSDA	k__Bacteria|p__Proteobacteria|c__CFGB11088|o__OFGB11088|f__FGB11088|g__GGB33037|s__GGB33037_SGB24024	2|1224|||||	0.19494	13427
BGG_LOSDA	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Nesterenkonia|s__Nesterenkonia_sandarakina	2|201174|1760|85006|1268|57494|272918	0.15994	14306
BGG_LOSDA	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_haeundaensis	2|1224|28211|204455|31989|265|225362	0.11708	11156
BGG_LOSDA	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiaceae|g__GGB26244|s__GGB26244_SGB38273	2|1224|28211|356|45401||	0.11479	9906
BGG_LOSDA	k__Bacteria|p__Chlamydiae|c__CFGB48664|o__OFGB48664|f__FGB48664|g__GGB76342|s__GGB76342_SGB103743	2|204428|||||	0.09459	2951
BGG_LOSDA	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Syntrophales|f__Syntrophaceae|g__GGB74480|s__GGB74480_SGB37836	2|1224|28221|2914038|213468||	0.07208	6282
BGG_LOSDA	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Sporolactobacillaceae|g__Sinobaca|s__Sinobaca_SGB96852	2|1239|91061|1385|186821|342943|	0.06349	5644
BGG_LOSDA	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptococcaceae|g__GGB26740|s__GGB26740_SGB38925	2|1239|186801|186802|186807||	0.05158	5267
BGG_LOSDA	k__Bacteria|p__Proteobacteria|c__CFGB47313|o__OFGB47313|f__FGB47313|g__GGB58410|s__GGB58410_SGB80065	2|1224|||||	0.04905	3401
BGG_LOSDA	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Nesterenkonia|s__Nesterenkonia_SGB98759	2|201174|1760|85006|1268|57494|	0.04306	3836
BGG_LOSDA	k__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales|f__Nitrospiraceae|g__Nitrospira|s__Nitrospira_sp_SCGC_AG_212_E16	2|40117|203693|189778|189779|1234|1799664	0.04017	4592
BGG_LOSDA	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__Cutibacterium|s__Cutibacterium_acnes	2|201174|1760|85009|31957|1912216|1747	0.03693	2388
BGG_LOSDA	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Jeotgalicoccus|s__Jeotgalicoccus_psychrophilus	2|1239|91061|1385|90964|227979|157228	0.03542	1892
BGG_LOSDA	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus_erythropolis	2|201174|1760|85007|85025|1827|1833	0.03486	6222
BGG_LOSDA	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacterium|s__Mycolicibacterium_arabiense	2|201174|1760|85007|1762|1866885|1286181	0.02809	4667
BGG_LOSDA	k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_unclassified|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Nitrosarchaeum|s__Nitrosarchaeum_koreense	2157|651137||31932|338190|1007082|1088740	0.02488	1077
BGG_LOSDA	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacterium|s__Mycolicibacterium_mengxianglii	2|201174|1760|85007|1762|1866885|2736649	0.01643	2557
BGG_LOSDA	k__Bacteria|p__Candidatus_Aminicenantes|c__CFGB8775|o__OFGB8775|f__FGB8775|g__GGB63485|s__GGB63485_SGB85795	2|67817|||||	0.01414	998
BGG_LOSDA	k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinales_unclassified|g__Methanosarcinales_unclassified|s__Methanosarcinales_archaeon	2157|28890|224756|94695|||2250255	0.01265	1113
BGG_LOSDA	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Paenisporosarcina|s__Paenisporosarcina_SGB106731	2|1239|91061|1385|186818|651660|	0.01235	1294
BGG_LOSDA	k__Bacteria|p__Elusimicrobia|c__CFGB73180|o__OFGB73180|f__FGB73180|g__GGB15359|s__GGB15359_SGB23405	2|74152|||||	0.01155	905
BGG_LOSDA	k__Bacteria|p__Proteobacteria|c__CFGB2255|o__OFGB2255|f__FGB2255|g__GGB63127|s__GGB63127_SGB85389	2|1224|||||	0.01146	1009
BGG_LOSDA	k__Bacteria|p__Chloroflexi|c__CFGB3213|o__OFGB3213|f__FGB3213|g__GGB35532|s__GGB35532_SGB55446	2|200795|||||	0.01043	1003
BGG_LOSDA	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Rhodoferax|s__Rhodoferax_ferrireducens	2|1224|28216|80840|80864|28065|192843	0.00922	1243
BGG_LOSDA	k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Conexibacteraceae|g__GGB64272|s__GGB64272_SGB86721	2|201174|1497346|588673|320583||	0.00758	576
BGG_LOSDA	k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Conexibacteraceae|g__GGB35955|s__GGB35955_SGB107750	2|201174|1497346|588673|320583||	0.00749	612
BGG_LOSDA	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptococcaceae|g__Desulfosporosinus|s__Desulfosporosinus_fructosivorans	2|1239|186801|186802|186807|79206|2018669	0.00551	886
BGG_LOSDA	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_sp_ANC_3781	2|1224|1236|2887326|468|469|2529835	0.00427	358
BGG_LOSDA	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Thiobacillaceae|g__Thiobacillus|s__Thiobacillus_denitrificans	2|1224|28216|32003|2008790|919|36861	0.00364	312
BGG_LOSDA	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium_viridifuturi	2|1224|28211|356|41294|374|1654716	0.00362	737
BGG_LOSDA	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_fimetarium	2|1239|186801|186802|186803|1506553|99656	0.00303	362
BGG_LOSDA	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Ornithinimicrobiaceae|g__Ornithinimicrobium|s__Ornithinimicrobium_ciconiae	2|201174|1760|85006|2805590|125287|2594265	0.00135	157
BGG_LOSDA	k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Candidatus_Methanoperedenaceae|g__Candidatus_Methanoperedens|s__Candidatus_Methanoperedens_sp_BLZ2	2157|28890|224756|94695|1392996|1392997|2035255	0.00016	15
BGG_MOSDA	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptococcaceae|g__GGB26740|s__GGB26740_SGB38925	2|1239|186801|186802|186807||	55.08107	1458288
BGG_MOSDA	k__Archaea|p__Thaumarchaeota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaerales_unclassified|g__Nitrososphaerales_unclassified|s__Nitrososphaerales_archaeon_TH5894	2157|651137|1643678|1033996|||2721610	8.45619	150768
BGG_MOSDA	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiales_unclassified|g__Hyphomicrobiales_unclassified|s__Hyphomicrobiales_bacterium	2|1224|28211|356|||1909294	7.03742	278895
BGG_MOSDA	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae|g__GGB78370|s__GGB78370_SGB107507	2|1224|28221|29|49||	3.45943	244142
BGG_MOSDA	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Aestuariivirgaceae|g__GGB44695|s__GGB44695_SGB62151	2|1224|28211|356|2650922||	3.39024	84843
BGG_MOSDA	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacterium|s__Mycolicibacterium_arabiense	2|201174|1760|85007|1762|1866885|1286181	2.70804	116688
BGG_MOSDA	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_sp_HMWF013	2|201174|1760|85006|1268|1663|2056849	2.24789	73164
BGG_MOSDA	k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Iamiaceae|g__GGB78197|s__GGB78197_SGB107723	2|201174|84992|84993|633392||	2.23957	56889
BGG_MOSDA	k__Archaea|p__Thaumarchaeota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaerales_unclassified|g__GGB53673|s__GGB53673_SGB74810	2157|651137|1643678|1033996|||	2.07279	31116
BGG_MOSDA	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Cryobacterium|s__Cryobacterium_zongtaii	2|201174|1760|85006|85023|69578|1259217	0.80845	21737
BGG_MOSDA	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptococcaceae|g__Desulfosporosinus|s__Desulfosporosinus_fructosivorans	2|1239|186801|186802|186807|79206|2018669	0.73595	30704
BGG_MOSDA	k__Archaea|p__Euryarchaeota|c__CFGB10638|o__OFGB10638|f__FGB10638|g__GGB39579|s__GGB39579_SGB75387	2157|28890|||||	0.72566	8012
BGG_MOSDA	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosospira|s__Nitrosospira_sp_Nsp2	2|1224|28216|32003|206379|35798|136548	0.68747	16215
BGG_MOSDA	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_sp_4R501	2|201174|1760|85006|1268|1663|2058886	0.63306	20311
BGG_MOSDA	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Geodermatophilales|f__Geodermatophilaceae|g__Blastococcus|s__Blastococcus_sp_CT_GayMR19	2|201174|1760|1643682|85030|38501|2559608	0.60341	18800
BGG_MOSDA	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosospira|s__Nitrosospira_sp_Nsp11	2|1224|28216|32003|206379|35798|1855338	0.5191	11104
BGG_MOSDA	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Psychrobacillus|s__Psychrobacillus_insolitus	2|1239|91061|1385|186817|1221880|1461	0.4992	11222
